    r2             l0-1234         l1-1234         l1-1235         l2-1235         l2-1246         l3-1246          final
3.75358E+001    3.01947E-004    2.58758E-004    2.76981E-004    3.64797E-004    4.22589E-004    1.14344E-003    3.01947E-004
3.79112E+001    3.00975E-004    2.50356E-004    2.69942E-004    3.45644E-004    3.93598E-004    1.06663E-003    3.00975E-004
3.82903E+001    3.00815E-004    2.42292E-004    2.63466E-004    3.28096E-004    3.67639E-004    9.94264E-004    3.00815E-004
3.86732E+001    3.01508E-004    2.34557E-004    2.57441E-004    3.11561E-004    3.43123E-004    9.26047E-004    3.01508E-004
3.90600E+001    3.03093E-004    2.27206E-004    2.51888E-004    2.96493E-004    3.19810E-004    8.61749E-004    3.03093E-004
3.94506E+001    3.05615E-004    2.20211E-004    2.46823E-004    2.82581E-004    2.97618E-004    8.01192E-004    3.05615E-004
3.98451E+001    3.10601E-004    2.13588E-004    2.42322E-004    2.69450E-004    2.76872E-004    7.44678E-004    3.10601E-004
4.02435E+001    3.16654E-004    2.07283E-004    2.38269E-004    2.57122E-004    2.57150E-004    6.91889E-004    3.16654E-004
4.06459E+001    3.23812E-004    2.01221E-004    2.34659E-004    2.45525E-004    2.39163E-004    6.42259E-004    3.23812E-004
4.10524E+001    3.32130E-004    1.95438E-004    2.31491E-004    2.34589E-004    2.22691E-004    5.95631E-004    3.32130E-004
4.14629E+001    3.41668E-004    1.89897E-004    2.28759E-004    2.24298E-004    2.07189E-004    5.51854E-004    3.41668E-004
4.18776E+001    3.52484E-004    1.84604E-004    2.26462E-004    2.14655E-004    1.95285E-004    5.11154E-004    3.52484E-004
4.22963E+001    3.64792E-004    1.79773E-004    2.24596E-004    2.05577E-004    1.87028E-004    4.75037E-004    3.64792E-004
4.27193E+001    3.81814E-004    1.75505E-004    2.23159E-004    1.97036E-004    1.81407E-004    4.41149E-004    3.81814E-004
4.31465E+001    4.01343E-004    1.71592E-004    2.22149E-004    1.89006E-004    1.77844E-004    4.09359E-004    4.01343E-004
4.35780E+001    4.24567E-004    1.68211E-004    2.21561E-004    1.81465E-004    1.75886E-004    3.79549E-004    4.24567E-004
4.40137E+001    4.52831E-004    1.65164E-004    2.21395E-004    1.74391E-004    1.77247E-004    3.51605E-004    4.52831E-004
4.44539E+001    4.86347E-004    1.62685E-004    2.22081E-004    1.67762E-004    1.78861E-004    3.26065E-004    4.86347E-004
4.48984E+001    5.22206E-004    1.60866E-004    2.24433E-004    1.61559E-004    1.81184E-004    3.02154E-004    5.22206E-004
4.53474E+001    5.60519E-004    1.59647E-004    2.27196E-004    1.55765E-004    1.84383E-004    2.79738E-004    5.60519E-004
4.58009E+001    6.01401E-004    1.59089E-004    2.30370E-004    1.50363E-004    1.88488E-004    2.58723E-004    6.01401E-004
4.62589E+001    6.44967E-004    1.59050E-004    2.33950E-004    1.45400E-004    1.93011E-004    2.39137E-004    6.44967E-004
4.67215E+001    6.91337E-004    1.59508E-004    2.38408E-004    1.40796E-004    1.97647E-004    2.21456E-004    6.91337E-004
4.71887E+001    7.40634E-004    1.60493E-004    2.44186E-004    1.36537E-004    2.02295E-004    2.04842E-004    7.40634E-004
4.76606E+001    7.93133E-004    1.62166E-004    2.50349E-004    1.32609E-004    2.07529E-004    1.89483E-004    7.93133E-004
4.81372E+001    8.49240E-004    1.64528E-004    2.56898E-004    1.29189E-004    2.13131E-004    1.75050E-004    8.49240E-004
4.86185E+001    9.08695E-004    1.67598E-004    2.63819E-004    1.26187E-004    2.19408E-004    1.61439E-004    9.08695E-004
4.91047E+001    9.71629E-004    1.71385E-004    2.71228E-004    1.23521E-004    2.25857E-004    1.48586E-004    2.71228E-004
4.95958E+001    1.03818E-003    1.76555E-004    2.79412E-004    1.21160E-004    2.32366E-004    1.36435E-004    2.79412E-004
5.00917E+001    1.10848E-003    1.83165E-004    2.88497E-004    1.19152E-004    2.38948E-004    1.24931E-004    2.88497E-004
5.05927E+001    1.18268E-003    1.90578E-004    2.98622E-004    1.17458E-004    2.45566E-004    1.14201E-004    2.98622E-004
5.10986E+001    1.26092E-003    1.98844E-004    3.09093E-004    1.16014E-004    2.52224E-004    1.04413E-004    3.09093E-004
5.16096E+001    1.34334E-003    2.08015E-004    3.19882E-004    1.14762E-004    2.58922E-004    9.66335E-005    3.19882E-004
5.21257E+001    1.43008E-003    2.18225E-004    3.31030E-004    1.14206E-004    2.65659E-004    9.23835E-005    3.31030E-004
5.26469E+001    1.52131E-003    2.29506E-004    3.43709E-004    1.13881E-004    2.72433E-004    9.05057E-005    3.43709E-004
5.31734E+001    1.61724E-003    2.41891E-004    3.56656E-004    1.13790E-004    2.79238E-004    9.05116E-005    3.56656E-004
5.37051E+001    1.71803E-003    2.55556E-004    3.70480E-004    1.14196E-004    2.86463E-004    9.18324E-005    3.70480E-004
5.42422E+001    1.82373E-003    2.72630E-004    3.85385E-004    1.14794E-004    2.94052E-004    9.34024E-005    3.85385E-004
5.47846E+001    1.93500E-003    2.91092E-004    4.00545E-004    1.15573E-004    3.01635E-004    9.53846E-005    4.00545E-004
5.53324E+001    2.05235E-003    3.11017E-004    4.15830E-004    1.16520E-004    3.09691E-004    9.75489E-005    4.15830E-004
5.58858E+001    2.17514E-003    3.32601E-004    4.31248E-004    1.17627E-004    3.18712E-004    9.99213E-005    4.31248E-004
5.64446E+001    2.30347E-003    3.56421E-004    4.46750E-004    1.18883E-004    3.28039E-004    1.02265E-004    4.46750E-004
5.70091E+001    2.43751E-003    3.82189E-004    4.62273E-004    1.20275E-004    3.37518E-004    1.05037E-004    4.62273E-004
5.75792E+001    2.57740E-003    4.09779E-004    4.77771E-004    1.21787E-004    3.46919E-004    1.07759E-004    4.77771E-004
5.81549E+001    2.72331E-003    4.39965E-004    4.93199E-004    1.23405E-004    3.56224E-004    1.10402E-004    4.93199E-004
5.87365E+001    2.87539E-003    4.73052E-004    5.08624E-004    1.25182E-004    3.65417E-004    1.12977E-004    5.08624E-004
5.93239E+001    3.03380E-003    5.08543E-004    5.24130E-004    1.27051E-004    3.74480E-004    1.15492E-004    5.24130E-004
5.99171E+001    3.19871E-003    5.46881E-004    5.39573E-004    1.28989E-004    3.83459E-004    1.17954E-004    5.39573E-004
6.05163E+001    3.37035E-003    5.87597E-004    5.54894E-004    1.30996E-004    3.92549E-004    1.20368E-004    5.54894E-004
6.11214E+001    3.54900E-003    6.30797E-004    5.69962E-004    1.33046E-004    4.01445E-004    1.22781E-004    5.69962E-004
6.17326E+001    3.73466E-003    6.76588E-004    5.84725E-004    1.35118E-004    4.10130E-004    1.25208E-004    5.84725E-004
6.23500E+001    3.92776E-003    7.25079E-004    5.99124E-004    1.37171E-004    4.18749E-004    1.27593E-004    5.99124E-004
6.29735E+001    4.12830E-003    7.76460E-004    6.13103E-004    1.39530E-004    4.27165E-004    1.29936E-004    6.13103E-004
6.36032E+001    4.33636E-003    8.31342E-004    6.27126E-004    1.41822E-004    4.35320E-004    1.32238E-004    6.27126E-004
6.42392E+001    4.55210E-003    8.89399E-004    6.41039E-004    1.44040E-004    4.43200E-004    1.34512E-004    6.41039E-004
6.48816E+001    4.77570E-003    9.50650E-004    6.54458E-004    1.46209E-004    4.50793E-004    1.36751E-004    6.54458E-004
6.55305E+001    5.00729E-003    1.01520E-003    6.67325E-004    1.48280E-004    4.58085E-004    1.39234E-004    6.67325E-004
6.61858E+001    5.24705E-003    1.08317E-003    6.79581E-004    1.50165E-004    4.65066E-004    1.41688E-004    6.79581E-004
6.68476E+001    5.49513E-003    1.15469E-003    6.91187E-004    1.52138E-004    4.71819E-004    1.44096E-004    6.91187E-004
6.75161E+001    5.75168E-003    1.22988E-003    7.02895E-004    1.54098E-004    4.78461E-004    1.46587E-004    7.02895E-004
6.81913E+001    6.01686E-003    1.30887E-003    7.14812E-004    1.56009E-004    4.84758E-004    1.49001E-004    7.14812E-004
6.88732E+001    6.29082E-003    1.39180E-003    7.26470E-004    1.57841E-004    4.90707E-004    1.51330E-004    7.26470E-004
6.95619E+001    6.57371E-003    1.47879E-003    7.37422E-004    1.59331E-004    4.96306E-004    1.53569E-004    7.37422E-004
7.02575E+001    6.86567E-003    1.56997E-003    7.47763E-004    1.60766E-004    5.01554E-004    1.55713E-004    7.47763E-004
7.09601E+001    7.16686E-003    1.66550E-003    7.58769E-004    1.62059E-004    5.06454E-004    1.58010E-004    7.58769E-004
7.16697E+001    7.47743E-003    1.76549E-003    7.69918E-004    1.63322E-004    5.11010E-004    1.60478E-004    7.69918E-004
7.23864E+001    7.79750E-003    1.87009E-003    7.81107E-004    1.64218E-004    5.15228E-004    1.62957E-004    7.81107E-004
7.31103E+001    8.12724E-003    1.97944E-003    7.92524E-004    1.65286E-004    5.19118E-004    1.65307E-004    7.92524E-004
7.38414E+001    8.46677E-003    2.09378E-003    8.03327E-004    1.66156E-004    5.22691E-004    1.67720E-004    8.03327E-004
7.45798E+001    8.81623E-003    2.21326E-003    8.13983E-004    1.66743E-004    5.25962E-004    1.70213E-004    8.13983E-004
7.53256E+001    9.17576E-003    2.33794E-003    8.24559E-004    1.67224E-004    5.28945E-004    1.72565E-004    8.24559E-004
7.60788E+001    9.54549E-003    2.46797E-003    8.36332E-004    1.68495E-004    5.31661E-004    1.74778E-004    8.36332E-004
7.68396E+001    9.92555E-003    2.60351E-003    8.50636E-004    1.69628E-004    5.34132E-004    1.76856E-004    8.50636E-004
7.76080E+001    2.40435E-003    5.20369E-003    8.65785E-004    1.71339E-004    5.36382E-004    1.78889E-004    8.65785E-004
7.83841E+001    2.32238E-003    4.95824E-003    8.80792E-004    1.73596E-004    5.38438E-004    1.80798E-004    8.80792E-004
7.91679E+001    2.24420E-003    4.72200E-003    8.96391E-004    1.76821E-004    5.40331E-004    1.82590E-004    8.96391E-004
7.99596E+001    2.16762E-003    4.49486E-003    9.11993E-004    1.79967E-004    5.42095E-004    1.84274E-004    5.42095E-004
8.07592E+001    2.09335E-003    4.27645E-003    9.27490E-004    1.83893E-004    5.43764E-004    1.85864E-004    5.43764E-004
8.15668E+001    2.02277E-003    4.06653E-003    9.50770E-004    1.89974E-004    5.45379E-004    1.87373E-004    5.45379E-004
8.23825E+001    1.95459E-003    3.86532E-003    9.75422E-004    1.98367E-004    5.46981E-004    1.88818E-004    5.46981E-004
8.32063E+001    1.88798E-003    3.67385E-003    1.00169E-003    2.08742E-004    5.48614E-004    1.90219E-004    5.48614E-004
8.40383E+001    1.82275E-003    3.49075E-003    1.03040E-003    2.24106E-004    5.50328E-004    1.91596E-004    5.50328E-004
8.48787E+001    1.75891E-003    3.31505E-003    1.06081E-003    2.44939E-004    5.52173E-004    1.92973E-004    5.52173E-004
8.57275E+001    1.69647E-003    3.14654E-003    1.09431E-003    2.70855E-004    5.54202E-004    1.94377E-004    5.54202E-004
8.65848E+001    1.63628E-003    2.98503E-003    1.13289E-003    3.01768E-004    5.56472E-004    1.95835E-004    5.56472E-004
8.74506E+001    1.57814E-003    2.83060E-003    1.17747E-003    3.37051E-004    5.59045E-004    1.97380E-004    5.59045E-004
8.83251E+001    1.52141E-003    2.68272E-003    1.23108E-003    3.75414E-004    5.61981E-004    1.99043E-004    5.61981E-004
8.92084E+001    1.46603E-003    2.54118E-003    1.29320E-003    4.16494E-004    5.65347E-004    2.00862E-004    5.65347E-004
9.01005E+001    1.41198E-003    2.40592E-003    1.36048E-003    4.60416E-004    5.69212E-004    2.02877E-004    5.69212E-004
9.10015E+001    1.35926E-003    2.27813E-003    1.44333E-003    5.09307E-004    5.73647E-004    2.05127E-004    5.73647E-004
9.19115E+001    1.30943E-003    2.15667E-003    1.53783E-003    5.61621E-004    5.78726E-004    2.07658E-004    5.78726E-004
9.28306E+001    1.26437E-003    2.05144E-003    1.64977E-003    6.17336E-004    5.84527E-004    2.10517E-004    5.84527E-004
9.37589E+001    1.22025E-003    1.95086E-003    1.77256E-003    6.76592E-004    5.91129E-004    2.13755E-004    5.91129E-004
9.46965E+001    1.17720E-003    1.85475E-003    1.90457E-003    7.39534E-004    5.98651E-004    2.17473E-004    5.98651E-004
9.56435E+001    1.13673E-003    1.76297E-003    2.04289E-003    8.06309E-004    6.07515E-004    2.21723E-004    6.07515E-004
9.65999E+001    1.09716E-003    1.67583E-003    2.18772E-003    8.77088E-004    6.17593E-004    2.26553E-004    6.17593E-004
9.75659E+001    1.05846E-003    1.59366E-003    2.33922E-003    9.52475E-004    6.29833E-004    2.32089E-004    6.29833E-004
9.85416E+001    1.02063E-003    1.51523E-003    2.50103E-003    1.03222E-003    6.43871E-004    2.38319E-004    6.43871E-004
9.95270E+001    9.83697E-004    1.44050E-003    2.67005E-003    1.11684E-003    6.59425E-004    2.45697E-004    6.59425E-004
1.00522E+002    9.47663E-004    1.36983E-003    2.84644E-003    1.20612E-003    6.76603E-004    2.54144E-004    6.76603E-004
1.01527E+002    9.12537E-004    1.30243E-003    3.03282E-003    1.30020E-003    6.95528E-004    2.63681E-004    6.95528E-004
1.02543E+002    8.78323E-004    1.23818E-003    3.22853E-003    1.40041E-003    7.16353E-004    2.74283E-004    7.16353E-004
1.03568E+002    8.45023E-004    1.17746E-003    3.43234E-003    1.50594E-003    7.39331E-004    2.86035E-004    7.39331E-004
1.04604E+002    8.12640E-004    1.12008E-003    3.64444E-003    1.61684E-003    7.64933E-004    2.99024E-004    7.64933E-004
1.05650E+002    7.81253E-004    1.06545E-003    3.86501E-003    1.73328E-003    7.93079E-004    3.13342E-004    8.43474E-004
1.06706E+002    7.50839E-004    1.01371E-003    4.09423E-003    1.85541E-003    8.23621E-004    3.29214E-004    7.97325E-004
1.07773E+002    7.21326E-004    9.65633E-004    4.33230E-003    1.98341E-003    8.56688E-004    3.46766E-004    7.53376E-004
1.08851E+002    6.92711E-004    9.19739E-004    4.57940E-003    2.11746E-003    8.94529E-004    3.65953E-004    7.12188E-004
1.09940E+002    6.64986E-004    8.75944E-004    9.33617E-004    2.46094E-003    9.35331E-004    3.86878E-004    6.73119E-004
1.11039E+002    6.38145E-004    8.34163E-004    8.85092E-004    2.32186E-003    9.79178E-004    4.09660E-004    6.36530E-004
1.12150E+002    6.12179E-004    7.94312E-004    8.39347E-004    2.18924E-003    1.02621E-003    4.35165E-004    6.09300E-004
1.13271E+002    5.87080E-004    7.56415E-004    7.96041E-004    2.06289E-003    1.07656E-003    4.62784E-004    5.87080E-004
1.14404E+002    5.62890E-004    7.20279E-004    7.54887E-004    1.94266E-003    1.13039E-003    4.92933E-004    5.62890E-004
1.15548E+002    5.39688E-004    6.86126E-004    7.15796E-004    1.82888E-003    1.18843E-003    5.25606E-004    5.39688E-004
1.16703E+002    5.17540E-004    6.53605E-004    6.80920E-004    1.72122E-003    1.25073E-003    5.60778E-004    5.17540E-004
1.17870E+002    4.97782E-004    6.22592E-004    6.48546E-004    1.61950E-003    1.31700E-003    5.98577E-004    4.97782E-004
1.19049E+002    4.80688E-004    5.93020E-004    6.17768E-004    1.52284E-003    1.38738E-003    6.39252E-004    4.80688E-004
1.20239E+002    4.64158E-004    5.64828E-004    5.88518E-004    1.43106E-003    1.46208E-003    6.83408E-004    4.64158E-004
1.21442E+002    4.48350E-004    5.37953E-004    5.60739E-004    1.34397E-003    1.54207E-003    7.30621E-004    4.48350E-004
1.22656E+002    4.33159E-004    5.12422E-004    5.34405E-004    1.26138E-003    1.62805E-003    7.81027E-004    4.33159E-004
1.23883E+002    4.18495E-004    4.88726E-004    5.09488E-004    1.18313E-003    1.71911E-003    8.34764E-004    4.18495E-004
1.25122E+002    4.04356E-004    4.66634E-004    4.85965E-004    1.10920E-003    1.81614E-003    8.91972E-004    4.04356E-004
1.26373E+002    3.90736E-004    4.45653E-004    4.63656E-004    1.04000E-003    1.91981E-003    9.52796E-004    3.90736E-004
1.27637E+002    3.78085E-004    4.25826E-004    4.42857E-004    9.75120E-004    2.02924E-003    1.01738E-003    3.78085E-004
1.28913E+002    3.65936E-004    4.06933E-004    4.23305E-004    9.13913E-004    2.14429E-003    1.08587E-003    3.65936E-004
1.30202E+002    3.54432E-004    3.88963E-004    4.04777E-004    8.56076E-004    2.26513E-003    1.15841E-003    3.54432E-004
1.31504E+002    3.43581E-004    3.71874E-004    3.87227E-004    8.01464E-004    2.39192E-003    1.23515E-003    3.43581E-004
1.32819E+002    3.33233E-004    3.55960E-004    3.70703E-004    7.49934E-004    2.52530E-003    1.31625E-003    3.33233E-004
1.34147E+002    3.23464E-004    3.40846E-004    3.55170E-004    7.01352E-004    2.66603E-003    1.40185E-003    3.23464E-004
1.35489E+002    3.14156E-004    3.26642E-004    3.40684E-004    6.55676E-004    2.81410E-003    1.49211E-003    3.14156E-004
1.36844E+002    3.05363E-004    3.13166E-004    3.27060E-004    6.12686E-004    2.96940E-003    1.58729E-003    3.05363E-004
1.38212E+002    2.97352E-004    3.00316E-004    3.14328E-004    5.72529E-004    7.83184E-004    1.68780E-003    2.97352E-004
1.39594E+002    2.90192E-004    2.88268E-004    3.02333E-004    5.35021E-004    7.27926E-004    1.79373E-003    2.90192E-004
1.40990E+002    2.83552E-004    2.77155E-004    2.90997E-004    5.02380E-004    6.75860E-004    1.90506E-003    2.83552E-004
1.42400E+002    2.77408E-004    2.66694E-004    2.80367E-004    4.72485E-004    6.26822E-004    2.02208E-003    2.77408E-004
1.43824E+002    2.71957E-004    2.56777E-004    2.70577E-004    4.44461E-004    5.80652E-004    2.14477E-003    2.71957E-004
1.45262E+002    2.67147E-004    2.47618E-004    2.61588E-004    4.18228E-004    5.37195E-004    2.27330E-003    2.67147E-004
1.46715E+002    2.62878E-004    2.38923E-004    2.53361E-004    3.93625E-004    4.96300E-004    2.40782E-003    2.62878E-004
1.48182E+002    2.59330E-004    2.30589E-004    2.45746E-004    3.70902E-004    4.58220E-004    2.54851E-003    2.59330E-004
1.49664E+002    2.56689E-004    2.22584E-004    2.38577E-004    3.49532E-004    4.22458E-004    2.69554E-003    2.56689E-004
1.51161E+002    2.54823E-004    2.15023E-004    2.31944E-004    3.29741E-004    3.90923E-004    2.84906E-003    2.54823E-004
1.52672E+002    2.53815E-004    2.08013E-004    2.25863E-004    3.11293E-004    3.62664E-004    3.00925E-003    2.53815E-004
1.54199E+002    2.53652E-004    2.01338E-004    2.20263E-004    2.94078E-004    3.36504E-004    3.17627E-003    2.53652E-004
1.55741E+002    2.54502E-004    1.94986E-004    2.15167E-004    2.78446E-004    3.12595E-004    3.35028E-003    2.54502E-004
1.57298E+002    2.56521E-004    1.89015E-004    2.10528E-004    2.63899E-004    2.90415E-004    8.56131E-004    2.56521E-004
1.58871E+002    2.59542E-004    1.83339E-004    2.06266E-004    2.50411E-004    2.69431E-004    7.94408E-004    2.59542E-004
1.60460E+002    2.63439E-004    1.78004E-004    2.02395E-004    2.37946E-004    2.49935E-004    7.36374E-004    2.63439E-004
1.62065E+002    2.68393E-004    1.72943E-004    1.98977E-004    2.26310E-004    2.31515E-004    6.81854E-004    2.68393E-004
1.63685E+002    2.74512E-004    1.68149E-004    1.96011E-004    2.15377E-004    2.14516E-004    6.30676E-004    2.74512E-004
1.65322E+002    2.82677E-004    1.63623E-004    1.93411E-004    2.05111E-004    1.98556E-004    5.82750E-004    2.82677E-004
1.66975E+002    2.92361E-004    1.59433E-004    1.91451E-004    1.95495E-004    1.83483E-004    5.37917E-004    2.92361E-004
1.68645E+002    3.03268E-004    1.55541E-004    1.89911E-004    1.86608E-004    1.69456E-004    4.96137E-004    3.03268E-004
1.70332E+002    3.15696E-004    1.51874E-004    1.88756E-004    1.78303E-004    1.59065E-004    4.57027E-004    3.15696E-004
1.72035E+002    3.30935E-004    1.48549E-004    1.88079E-004    1.70550E-004    1.53147E-004    4.20443E-004    3.30935E-004
1.73755E+002    3.48480E-004    1.45600E-004    1.87872E-004    1.63375E-004    1.49522E-004    3.86241E-004    3.48480E-004
1.75493E+002    3.70908E-004    1.43186E-004    1.88170E-004    1.56672E-004    1.47412E-004    3.56893E-004    3.70908E-004
1.77248E+002    4.00573E-004    1.41128E-004    1.88915E-004    1.50402E-004    1.47438E-004    3.29584E-004    4.00573E-004
1.79020E+002    4.32418E-004    1.39500E-004    1.90040E-004    1.44544E-004    1.48536E-004    3.04165E-004    4.32418E-004
1.80810E+002    4.66604E-004    1.38204E-004    1.91702E-004    1.39080E-004    1.50995E-004    2.80862E-004    4.66604E-004
1.82618E+002    5.03187E-004    1.37374E-004    1.94095E-004    1.33992E-004    1.54320E-004    2.59048E-004    5.03187E-004
1.84445E+002    5.42562E-004    1.36929E-004    1.96894E-004    1.29265E-004    1.58431E-004    2.38630E-004    5.42562E-004
1.86289E+002    5.84546E-004    1.36961E-004    2.00187E-004    1.24883E-004    1.62581E-004    2.19567E-004    5.84546E-004
1.88152E+002    6.29260E-004    1.37581E-004    2.04092E-004    1.20913E-004    1.66738E-004    2.02138E-004    6.29260E-004
1.90033E+002    6.76824E-004    1.38691E-004    2.09097E-004    1.17264E-004    1.71255E-004    1.86197E-004    6.76824E-004
1.91934E+002    7.27531E-004    1.40358E-004    2.15572E-004    1.13946E-004    1.75905E-004    1.71417E-004    7.27531E-004
1.93853E+002    7.81539E-004    1.42558E-004    2.22429E-004    1.10947E-004    1.80774E-004    1.57719E-004    7.81539E-004
1.95792E+002    8.38790E-004    1.45321E-004    2.29652E-004    1.08249E-004    1.86103E-004    1.44828E-004    8.38790E-004
1.97750E+002    8.99419E-004    1.48957E-004    2.37233E-004    1.05899E-004    1.91845E-004    1.32682E-004    8.99419E-004
1.99727E+002    9.63560E-004    1.53249E-004    2.45218E-004    1.03904E-004    1.98438E-004    1.21281E-004    9.63560E-004
2.01724E+002    1.03135E-003    1.58599E-004    2.53997E-004    1.02251E-004    2.05300E-004    1.10863E-004    2.53997E-004
2.03742E+002    1.10293E-003    1.65702E-004    2.63557E-004    1.00910E-004    2.12188E-004    1.01159E-004    2.63557E-004
2.05779E+002    1.17851E-003    1.73742E-004    2.73962E-004    9.98082E-005    2.19122E-004    9.20950E-005    2.73962E-004
2.07837E+002    1.25835E-003    1.83001E-004    2.85874E-004    9.89285E-005    2.26097E-004    8.41529E-005    2.85874E-004
2.09915E+002    1.34242E-003    1.93281E-004    2.98580E-004    9.82741E-005    2.33101E-004    7.84114E-005    2.98580E-004
2.12014E+002    1.43086E-003    2.04553E-004    3.11543E-004    9.79909E-005    2.40163E-004    7.48068E-005    3.11543E-004
2.14134E+002    1.52383E-003    2.16878E-004    3.24965E-004    9.79015E-005    2.47674E-004    7.38124E-005    3.24965E-004
2.16276E+002    1.62146E-003    2.30572E-004    3.38722E-004    9.79974E-005    2.55562E-004    7.46434E-005    3.38722E-004
2.18439E+002    1.72392E-003    2.45905E-004    3.52663E-004    9.84095E-005    2.63449E-004    7.60600E-005    3.52663E-004
2.20623E+002    1.83135E-003    2.63018E-004    3.66763E-004    9.90580E-005    2.72118E-004    7.80627E-005    3.66763E-004
2.22829E+002    1.94390E-003    2.81750E-004    3.80992E-004    1.00029E-004    2.81473E-004    8.00807E-005    3.80992E-004
2.25058E+002    2.06174E-003    3.02346E-004    3.95357E-004    1.01196E-004    2.90958E-004    8.23722E-005    3.95357E-004
2.27308E+002    2.18502E-003    3.24990E-004    4.09890E-004    1.02525E-004    3.00474E-004    8.48283E-005    4.09890E-004
2.29581E+002    2.31391E-003    3.49353E-004    4.24558E-004    1.03999E-004    3.09931E-004    8.73087E-005    4.24558E-004
2.31877E+002    2.44870E-003    3.75792E-004    4.39202E-004    1.05589E-004    3.19316E-004    8.98586E-005    4.39202E-004
2.34196E+002    2.58942E-003    4.04560E-004    4.53849E-004    1.07403E-004    3.28786E-004    9.24672E-005    4.53849E-004
2.36538E+002    2.73622E-003    4.36596E-004    4.68500E-004    1.09383E-004    3.38139E-004    9.50138E-005    4.68500E-004
2.38903E+002    2.88926E-003    4.71057E-004    4.83044E-004    1.11430E-004    3.47370E-004    9.75666E-005    4.83044E-004
2.41292E+002    3.04871E-003    5.07865E-004    4.97397E-004    1.13612E-004    3.56494E-004    1.00231E-004    4.97397E-004
2.43705E+002    3.21472E-003    5.47182E-004    5.11610E-004    1.15846E-004    3.65449E-004    1.02895E-004    5.11610E-004
2.46142E+002    3.38766E-003    5.89174E-004    5.25886E-004    1.18101E-004    3.74218E-004    1.05566E-004    5.25886E-004
2.48604E+002    3.56750E-003    6.33860E-004    5.39902E-004    1.20363E-004    3.82784E-004    1.08277E-004    5.39902E-004
2.51090E+002    3.75440E-003    6.81267E-004    5.53732E-004    1.22743E-004    3.91129E-004    1.11075E-004    5.53732E-004
2.53600E+002    3.94851E-003    7.31436E-004    5.67428E-004    1.25129E-004    3.99240E-004    1.13822E-004    5.67428E-004
2.56136E+002    4.14999E-003    7.84485E-004    5.80716E-004    1.27468E-004    4.07099E-004    1.16517E-004    5.80716E-004
2.58698E+002    4.35901E-003    8.40529E-004    5.93517E-004    1.29740E-004    4.14694E-004    1.19222E-004    5.93517E-004
2.61285E+002    4.57573E-003    8.99689E-004    6.06230E-004    1.32063E-004    4.22010E-004    1.21981E-004    6.06230E-004
2.63898E+002    4.80067E-003    9.62085E-004    6.18434E-004    1.34363E-004    4.29056E-004    1.24676E-004    6.18434E-004
2.66537E+002    5.03365E-003    1.02784E-003    6.30066E-004    1.36916E-004    4.35838E-004    1.27304E-004    6.30066E-004
2.69202E+002    5.27482E-003    1.09708E-003    6.41614E-004    1.39417E-004    4.42308E-004    1.29880E-004    6.41614E-004
2.71894E+002    5.52470E-003    1.16994E-003    6.52595E-004    1.41670E-004    4.48457E-004    1.32506E-004    6.52595E-004
2.74613E+002    5.78312E-003    1.24654E-003    6.63047E-004    1.43725E-004    4.54281E-004    1.35222E-004    6.63047E-004
2.77359E+002    6.05022E-003    1.32702E-003    6.73409E-004    1.45563E-004    4.59775E-004    1.37843E-004    6.73409E-004
2.80133E+002    6.32616E-003    1.41150E-003    6.83230E-004    1.47289E-004    4.64936E-004    1.40670E-004    6.83230E-004
2.82934E+002    6.61107E-003    1.50012E-003    6.92794E-004    1.48779E-004    4.69855E-004    1.43771E-004    6.92794E-004
2.85763E+002    6.90512E-003    1.59302E-003    7.02335E-004    1.50152E-004    4.74488E-004    1.46749E-004    7.02335E-004
2.88621E+002    7.20845E-003    1.69034E-003    7.11678E-004    1.51202E-004    4.78791E-004    1.49640E-004    7.11678E-004
2.91507E+002    7.52120E-003    1.79221E-003    7.21643E-004    1.52129E-004    4.82771E-004    1.52410E-004    7.21643E-004
2.94422E+002    7.84351E-003    1.89878E-003    7.31725E-004    1.52841E-004    4.86438E-004    1.55050E-004    7.31725E-004
2.97366E+002    8.17552E-003    2.01019E-003    7.41511E-004    1.53413E-004    4.89802E-004    1.57566E-004    7.41511E-004
3.00340E+002    8.51738E-003    2.12657E-003    7.52433E-004    1.54218E-004    4.92880E-004    1.59963E-004    7.52433E-004
3.03344E+002    8.86921E-003    2.24807E-003    7.63360E-004    1.54919E-004    4.95686E-004    1.62227E-004    7.63360E-004
3.06377E+002    9.23116E-003    2.37503E-003    7.74538E-004    1.55922E-004    4.98242E-004    1.64362E-004    7.74538E-004
3.09441E+002    9.60334E-003    2.50750E-003    7.86782E-004    1.56758E-004    5.00570E-004    1.66374E-004    7.86782E-004
3.12535E+002    9.98589E-003    2.64573E-003    7.99165E-004    1.58461E-004    5.02695E-004    1.68283E-004    7.99165E-004
3.15660E+002    1.03789E-002    2.78980E-003    8.12352E-004    1.60499E-004    5.04644E-004    1.70086E-004    8.12352E-004
3.18817E+002    2.15215E-003    4.61999E-003    8.28506E-004    1.63202E-004    5.06449E-004    1.71782E-004    8.28506E-004
3.22005E+002    2.07810E-003    4.39589E-003    8.45389E-004    1.66789E-004    5.08144E-004    1.73394E-004    8.45389E-004
3.25225E+002    2.00621E-003    4.18078E-003    8.63582E-004    1.71596E-004    5.09766E-004    1.74917E-004    8.63582E-004
