    r2             l0-1234         l1-1234         l1-1235         l2-1235         l2-1246         l3-1246          final
2.87452E+003    4.22058E-004    1.32405E-004    1.80093E-004    1.37501E-004    1.40237E-004    2.94313E-004    4.22058E-004
2.90326E+003    4.56205E-004    1.31134E-004    1.81896E-004    1.32268E-004    1.42554E-004    2.71366E-004    4.56205E-004
2.93230E+003    4.92795E-004    1.30262E-004    1.84216E-004    1.27410E-004    1.46049E-004    2.50052E-004    4.92795E-004
2.96162E+003    5.31890E-004    1.29844E-004    1.87096E-004    1.22903E-004    1.49915E-004    2.30447E-004    5.31890E-004
2.99124E+003    5.73611E-004    1.29885E-004    1.90842E-004    1.18751E-004    1.53993E-004    2.12266E-004    5.73611E-004
3.02115E+003    6.18126E-004    1.30436E-004    1.95489E-004    1.14935E-004    1.58357E-004    1.95345E-004    6.18126E-004
3.05136E+003    6.65568E-004    1.31526E-004    2.01278E-004    1.11435E-004    1.62978E-004    1.79584E-004    6.65568E-004
3.08187E+003    7.16002E-004    1.33169E-004    2.07558E-004    1.08256E-004    1.67837E-004    1.65045E-004    7.16002E-004
3.11269E+003    7.69544E-004    1.35427E-004    2.14323E-004    1.05376E-004    1.72963E-004    1.51450E-004    7.69544E-004
3.14382E+003    8.26397E-004    1.38416E-004    2.21545E-004    1.02793E-004    1.78395E-004    1.38780E-004    8.26397E-004
3.17526E+003    8.86653E-004    1.42171E-004    2.29301E-004    1.00495E-004    1.84032E-004    1.26950E-004    8.86653E-004
3.20701E+003    9.50418E-004    1.46734E-004    2.37577E-004    9.85714E-005    1.90073E-004    1.15886E-004    9.50418E-004
3.23908E+003    1.01791E-003    1.52289E-004    2.46402E-004    9.69726E-005    1.96664E-004    1.05536E-004    2.46402E-004
3.27147E+003    1.08920E-003    1.59402E-004    2.55819E-004    9.56759E-005    2.03642E-004    9.59261E-005    2.55819E-004
3.30419E+003    1.16442E-003    1.67748E-004    2.66731E-004    9.46538E-005    2.10720E-004    8.70287E-005    2.66731E-004
3.33723E+003    1.24372E-003    1.77059E-004    2.79142E-004    9.38778E-005    2.17925E-004    7.93372E-005    2.79142E-004
3.37060E+003    1.32727E-003    1.87362E-004    2.91842E-004    9.33416E-005    2.25274E-004    7.38794E-005    2.91842E-004
3.40431E+003    1.41519E-003    1.98800E-004    3.04868E-004    9.30403E-005    2.32734E-004    7.04791E-005    3.04868E-004
3.43835E+003    1.50767E-003    2.11428E-004    3.18179E-004    9.29754E-005    2.40349E-004    6.94595E-005    3.18179E-004
3.47273E+003    1.60482E-003    2.25413E-004    3.31707E-004    9.31569E-005    2.48057E-004    6.99112E-005    3.31707E-004
3.50746E+003    1.70682E-003    2.40858E-004    3.45499E-004    9.35795E-005    2.56531E-004    7.11159E-005    3.45499E-004
3.54253E+003    1.81386E-003    2.57788E-004    3.59479E-004    9.43127E-005    2.65840E-004    7.29408E-005    3.59479E-004
3.57796E+003    1.92605E-003    2.76349E-004    3.73606E-004    9.53824E-005    2.75233E-004    7.51587E-005    3.73606E-004
3.61374E+003    2.04353E-003    2.96717E-004    3.87828E-004    9.66595E-005    2.84661E-004    7.75541E-005    3.87828E-004
3.64988E+003    2.16648E-003    3.19193E-004    4.02172E-004    9.81043E-005    2.94068E-004    8.00200E-005    4.02172E-004
3.68638E+003    2.29506E-003    3.43860E-004    4.16580E-004    9.97043E-005    3.03446E-004    8.25467E-005    4.16580E-004
3.72324E+003    2.42943E-003    3.70680E-004    4.31025E-004    1.01423E-004    3.12791E-004    8.51411E-005    4.31025E-004
3.76047E+003    2.56973E-003    3.99737E-004    4.45448E-004    1.03289E-004    3.22052E-004    8.78062E-005    4.45448E-004
3.79808E+003    2.71613E-003    4.31250E-004    4.59793E-004    1.05249E-004    3.31212E-004    9.05453E-005    4.59793E-004
3.83606E+003    2.86878E-003    4.65458E-004    4.74065E-004    1.07329E-004    3.40298E-004    9.33069E-005    4.74065E-004
3.87442E+003    3.02787E-003    5.02412E-004    4.88220E-004    1.09490E-004    3.49273E-004    9.60786E-005    4.88220E-004
3.91316E+003    3.19355E-003    5.41739E-004    5.02249E-004    1.11730E-004    3.58079E-004    9.88476E-005    5.02249E-004
3.95229E+003    3.36600E-003    5.83523E-004    5.16092E-004    1.14046E-004    3.66700E-004    1.01628E-004    5.16092E-004
3.99182E+003    3.54536E-003    6.27892E-004    5.29685E-004    1.16399E-004    3.75140E-004    1.04413E-004    5.29685E-004
4.03173E+003    3.73182E-003    6.74939E-004    5.42991E-004    1.18779E-004    3.83403E-004    1.07188E-004    5.42991E-004
4.07205E+003    3.92553E-003    7.24737E-004    5.55975E-004    1.21175E-004    3.91430E-004    1.09965E-004    5.55975E-004
4.11277E+003    4.12663E-003    7.77399E-004    5.68650E-004    1.23576E-004    3.99205E-004    1.12727E-004    5.68650E-004
4.15390E+003    4.33526E-003    8.33062E-004    5.81081E-004    1.25957E-004    4.06716E-004    1.15476E-004    5.81081E-004
4.19544E+003    4.55160E-003    8.91887E-004    5.93155E-004    1.28315E-004    4.13950E-004    1.18240E-004    5.93155E-004
4.23739E+003    4.77579E-003    9.53970E-004    6.04915E-004    1.31098E-004    4.20934E-004    1.20992E-004    6.04915E-004
4.27977E+003    5.00798E-003    1.01943E-003    6.16292E-004    1.33718E-004    4.27633E-004    1.23742E-004    6.16292E-004
4.32256E+003    5.24835E-003    1.08838E-003    6.27243E-004    1.36169E-004    4.34022E-004    1.26463E-004    6.27243E-004
4.36579E+003    5.49703E-003    1.16094E-003    6.37914E-004    1.38437E-004    4.40093E-004    1.29173E-004    6.37914E-004
4.40945E+003    5.75418E-003    1.23725E-003    6.48243E-004    1.40511E-004    4.45840E-004    1.32172E-004    6.48243E-004
4.45354E+003    6.01994E-003    1.31748E-003    6.58317E-004    1.42356E-004    4.51261E-004    1.35190E-004    6.58317E-004
4.49808E+003    6.29447E-003    1.40176E-003    6.68056E-004    1.44003E-004    4.56354E-004    1.38417E-004    6.68056E-004
4.54306E+003    6.57802E-003    1.49019E-003    6.77632E-004    1.45426E-004    4.61119E-004    1.41534E-004    6.77632E-004
4.58849E+003    6.87067E-003    1.58294E-003    6.87111E-004    1.46618E-004    4.65571E-004    1.44539E-004    6.87111E-004
4.63437E+003    7.17266E-003    1.68012E-003    6.96524E-004    1.47659E-004    4.69722E-004    1.47420E-004    6.96524E-004
4.68072E+003    7.48405E-003    1.78187E-003    7.05880E-004    1.48558E-004    4.73565E-004    1.50184E-004    7.05880E-004
4.72753E+003    7.80496E-003    1.88832E-003    7.15463E-004    1.49303E-004    4.77102E-004    1.52823E-004    7.15463E-004
4.77480E+003    8.13568E-003    1.99963E-003    7.25228E-004    1.49993E-004    4.80346E-004    1.55331E-004    7.25228E-004
4.82255E+003    8.47628E-003    2.11594E-003    7.35297E-004    1.50714E-004    4.83315E-004    1.57709E-004    7.35297E-004
4.87077E+003    8.82693E-003    2.23747E-003    7.45916E-004    1.51454E-004    4.86021E-004    1.59958E-004    7.45916E-004
4.91948E+003    9.18768E-003    2.36436E-003    7.57047E-004    1.52378E-004    4.88484E-004    1.62083E-004    7.57047E-004
4.96868E+003    9.55876E-003    2.49670E-003    7.69119E-004    1.53556E-004    4.90725E-004    1.64087E-004    7.69119E-004
5.01836E+003    9.94035E-003    2.63463E-003    7.81959E-004    1.55140E-004    4.92770E-004    1.65977E-004    7.81959E-004
5.06855E+003    1.03325E-002    2.77831E-003    7.96053E-004    1.57260E-004    4.94649E-004    1.67750E-004    7.96053E-004
5.11923E+003    2.11143E-003    4.55406E-003    8.11371E-004    1.60123E-004    4.96391E-004    1.69416E-004    8.11371E-004
5.17043E+003    2.03855E-003    4.33232E-003    8.28217E-004    1.63974E-004    4.98030E-004    1.70984E-004    8.28217E-004
5.22213E+003    1.96842E-003    4.11952E-003    8.46952E-004    1.69084E-004    4.99625E-004    1.72468E-004    8.46952E-004
5.27435E+003    1.90036E-003    3.91543E-003    8.67776E-004    1.75844E-004    5.01192E-004    1.73882E-004    8.67776E-004
5.32709E+003    1.83415E-003    3.71975E-003    8.90974E-004    1.84859E-004    5.02773E-004    1.75249E-004    8.90974E-004
5.38037E+003    1.76989E-003    3.53212E-003    9.17022E-004    1.97508E-004    5.04424E-004    1.76591E-004    9.17022E-004
5.43417E+003    1.70734E-003    3.35237E-003    9.46313E-004    2.14897E-004    5.06196E-004    1.77923E-004    5.06196E-004
5.48851E+003    1.64642E-003    3.18027E-003    9.79343E-004    2.38317E-004    5.08135E-004    1.79269E-004    5.08135E-004
5.54340E+003    1.58722E-003    3.01559E-003    1.01668E-003    2.65632E-004    5.10294E-004    1.80653E-004    5.10294E-004
5.59883E+003    1.52968E-003    2.85798E-003    1.05928E-003    2.97027E-004    5.12736E-004    1.82110E-004    5.12736E-004
5.65482E+003    1.47372E-003    2.70736E-003    1.10779E-003    3.32288E-004    5.15524E-004    1.83667E-004    5.15524E-004
5.71137E+003    1.41931E-003    2.56350E-003    1.16361E-003    3.70431E-004    5.18716E-004    1.85359E-004    5.18716E-004
5.76848E+003    1.36667E-003    2.42608E-003    1.22834E-003    4.11578E-004    5.22427E-004    1.87228E-004    5.22427E-004
5.82616E+003    1.31557E-003    2.29514E-003    1.30438E-003    4.55847E-004    5.26748E-004    1.89324E-004    5.26748E-004
5.88443E+003    1.26608E-003    2.17019E-003    1.39686E-003    5.03350E-004    5.31730E-004    1.91678E-004    5.31730E-004
5.94327E+003    1.21825E-003    2.05125E-003    1.50378E-003    5.54193E-004    5.37435E-004    1.94347E-004    5.37435E-004
6.00270E+003    1.17199E-003    1.94189E-003    1.62241E-003    6.08529E-004    5.44021E-004    1.97404E-004    5.44021E-004
6.06273E+003    1.12740E-003    1.84441E-003    1.74737E-003    6.66497E-004    5.51507E-004    2.00882E-004    5.51507E-004
6.12336E+003    1.08603E-003    1.75173E-003    1.87915E-003    7.28147E-004    5.60068E-004    2.04837E-004    5.60068E-004
6.18459E+003    1.04838E-003    1.66374E-003    2.01749E-003    7.93835E-004    5.69757E-004    2.09347E-004    5.69757E-004
6.24644E+003    1.01154E-003    1.58031E-003    2.16305E-003    8.64056E-004    5.80809E-004    2.14479E-004    5.80809E-004
6.30890E+003    9.75505E-004    1.50102E-003    2.31549E-003    9.38910E-004    5.93275E-004    2.20327E-004    5.93275E-004
6.37199E+003    9.40305E-004    1.42568E-003    2.47554E-003    1.01843E-003    6.07282E-004    2.26961E-004    6.07282E-004
6.43571E+003    9.05949E-004    1.35422E-003    2.64277E-003    1.10264E-003    6.22953E-004    2.34437E-004    6.22953E-004
6.50007E+003    8.72438E-004    1.28624E-003    2.81798E-003    1.19176E-003    6.40443E-004    2.42894E-004    6.40443E-004
6.56507E+003    8.39779E-004    1.22171E-003    3.00088E-003    1.28592E-003    6.59935E-004    2.52401E-004    6.59935E-004
6.63072E+003    8.07992E-004    1.16050E-003    3.19167E-003    1.38517E-003    6.81588E-004    2.63011E-004    6.81588E-004
6.69703E+003    7.77083E-004    1.10248E-003    3.39099E-003    1.48973E-003    7.05482E-004    2.74894E-004    7.05482E-004
6.76400E+003    7.47050E-004    1.04817E-003    3.59848E-003    1.59965E-003    7.31867E-004    2.88142E-004    7.31867E-004
6.83164E+003    7.17892E-004    9.98192E-004    3.81436E-003    1.71533E-003    7.60803E-004    3.02799E-004    7.84610E-004
6.89995E+003    6.89590E-004    9.50472E-004    4.03932E-003    1.83670E-003    7.92475E-004    3.19038E-004    7.40252E-004
6.96895E+003    6.62155E-004    9.04931E-004    4.27311E-003    1.96399E-003    8.27148E-004    3.36924E-004    6.98701E-004
7.03864E+003    6.35573E-004    8.61526E-004    4.51581E-003    2.09733E-003    8.64795E-004    3.56640E-004    6.59630E-004
7.10903E+003    6.09848E-004    8.20121E-004    4.76763E-003    2.23685E-003    9.05760E-004    3.78179E-004    6.23068E-004
7.18012E+003    5.84971E-004    7.80651E-004    8.26213E-004    2.21918E-003    9.50064E-004    4.01790E-004    5.89207E-004
7.25192E+003    5.60938E-004    7.43081E-004    7.82562E-004    2.09101E-003    9.97866E-004    4.27479E-004    5.59676E-004
7.32444E+003    5.37747E-004    7.07286E-004    7.41244E-004    1.96914E-003    1.04952E-003    4.55474E-004    5.37747E-004
7.39768E+003    5.18683E-004    6.73174E-004    7.02148E-004    1.85340E-003    1.10486E-003    4.85759E-004    5.18683E-004
7.47166E+003    5.00354E-004    6.40688E-004    6.66601E-004    1.74353E-003    1.16440E-003    5.18613E-004    5.00354E-004
7.54638E+003    4.82713E-004    6.09750E-004    6.33607E-004    1.63930E-003    1.22799E-003    5.54034E-004    4.82713E-004
7.62184E+003    4.65729E-004    5.80314E-004    6.02441E-004    1.54054E-003    1.29605E-003    5.92226E-004    4.65729E-004
7.69806E+003    4.49422E-004    5.52311E-004    5.73063E-004    1.44696E-003    1.36860E-003    6.33281E-004    4.49422E-004
7.77504E+003    4.33718E-004    5.25697E-004    5.45322E-004    1.35835E-003    1.44581E-003    6.77348E-004    4.33718E-004
7.85279E+003    4.18636E-004    5.00394E-004    5.19123E-004    1.27456E-003    1.52799E-003    7.24554E-004    4.18636E-004
7.93132E+003    4.04137E-004    4.76368E-004    4.94441E-004    1.19535E-003    1.61509E-003    7.75042E-004    4.04137E-004
8.01063E+003    3.90239E-004    4.53644E-004    4.71119E-004    1.12047E-003    1.70746E-003    8.28977E-004    3.90239E-004
8.09074E+003    3.76880E-004    4.32274E-004    4.49168E-004    1.04976E-003    1.80524E-003    8.86413E-004    3.76880E-004
8.17164E+003    3.64097E-004    4.12232E-004    4.28448E-004    9.83087E-004    1.90867E-003    9.47538E-004    3.64097E-004
8.25336E+003    3.51885E-004    3.93379E-004    4.08982E-004    9.20191E-004    2.01773E-003    1.01256E-003    3.51885E-004
8.33589E+003    3.40293E-004    3.75607E-004    3.90636E-004    8.60904E-004    2.13276E-003    1.08155E-003    3.40293E-004
8.41925E+003    3.29312E-004    3.58802E-004    3.73379E-004    8.05115E-004    2.25395E-003    1.15469E-003    3.29312E-004
8.50345E+003    3.18926E-004    3.42906E-004    3.57127E-004    7.52610E-004    2.38149E-003    1.23211E-003    3.18926E-004
8.58848E+003    3.09110E-004    3.27847E-004    3.41873E-004    7.03223E-004    2.51566E-003    1.31395E-003    3.09110E-004
8.67436E+003    2.99856E-004    3.13602E-004    3.27565E-004    6.56821E-004    2.65646E-003    1.40035E-003    2.99856E-004
8.76111E+003    2.91152E-004    3.00233E-004    3.14218E-004    6.13222E-004    2.80427E-003    1.49155E-003    2.91152E-004
8.84872E+003    2.82972E-004    2.87664E-004    3.01710E-004    5.72327E-004    2.95959E-003    1.58762E-003    2.82972E-004
8.93721E+003    2.75344E-004    2.75819E-004    2.89999E-004    5.33975E-004    3.12234E-003    1.68878E-003    2.75344E-004
9.02658E+003    2.68514E-004    2.64626E-004    2.79006E-004    4.98026E-004    6.77721E-004    1.79519E-003    2.68514E-004
9.11684E+003    2.62409E-004    2.54229E-004    2.68696E-004    4.65097E-004    6.28270E-004    1.90697E-003    2.62409E-004
9.20801E+003    2.56936E-004    2.44783E-004    2.59020E-004    4.37207E-004    5.81797E-004    2.02433E-003    2.56936E-004
9.30009E+003    2.52062E-004    2.35855E-004    2.50008E-004    4.11186E-004    5.38188E-004    2.14743E-003    2.52062E-004
9.39309E+003    2.47877E-004    2.27395E-004    2.41972E-004    3.86856E-004    4.97243E-004    2.27639E-003    2.47877E-004
9.48703E+003    2.44357E-004    2.19343E-004    2.34580E-004    3.64147E-004    4.58815E-004    2.41135E-003    2.44357E-004
9.58190E+003    2.41532E-004    2.11698E-004    2.27720E-004    3.42935E-004    4.22785E-004    2.55254E-003    2.41532E-004
9.67771E+003    2.39500E-004    2.04434E-004    2.21368E-004    3.23099E-004    3.88956E-004    2.70015E-003    2.39500E-004
9.77449E+003    2.38306E-004    1.97519E-004    2.15505E-004    3.04537E-004    3.57227E-004    2.85434E-003    2.38306E-004
9.87224E+003    2.38116E-004    1.90990E-004    2.10103E-004    2.87225E-004    3.31321E-004    3.01523E-003    2.38116E-004
9.97096E+003    2.39076E-004    1.84797E-004    2.05131E-004    2.71056E-004    3.07473E-004    3.18310E-003    2.39076E-004
